repo_url,commit_hash,message,has_to_be_caught,caught
https://github.com/ubiquity/ubiquity-dollar,cacea0cacb0fd576f0ca5509acf132e91e617054,test: upgrade to facet,False,False
https://github.com/ubiquity/ubiquity-dollar,e46b26cadaf970ef29cb03b0f9309872400628ce,fix:broken tests,False,False
https://github.com/pangolindex/exchange-contracts,f1bf56b5737aa276ca8bb731533f98f644dd4804,stash array length to save gas on loop,False,False
https://github.com/ubiquity/ubiquity-dollar,312ba0720db34443a43d8ca99f99ee906f13ab26,test: add tests for UbiquiStickSale,False,False
https://github.com/ubiquity/ubiquity-dollar,efa05b3a665a3aff1b99644e70c785fe92877627,refactor: remove token symbols in StakingShare,False,False
https://github.com/euler-xyz/ethereum-vault-connector,aeb45a6dfaf8978d20f0ec0501b4e308481a9dcf,fix: IVault interface change,False,False
https://github.com/ubiquity/ubiquity-dollar,8d18a8c4422586ef72f09aea7a7f5f8b308bf6a2,refactor: remove unnecessary Context,False,False
https://github.com/ubiquity/ubiquity-dollar,1f9c525b854ed52e36729ff99c0b5153d72ecbcf,fix(contracts): error capitalization,False,False
https://github.com/euler-xyz/ethereum-vault-connector,45fa966e2b7054baa1e8c93ef37c7668405efb13,fix: audit Open-Zeppelin N-05,False,False
https://github.com/flashliquidity/flashliquidity-arbiter,e64cd1c6a13f0ee319bd419e6687ac78e2473879,feat: add getAdapterArgs function for adapter compatibility with FlashLiquidity aggregator,False,False
https://github.com/ubiquity/ubiquity-dollar,c02a7f537f7320578755ae0fca5e330e75ee8cbe,"solidity version, remove empty file",False,False
https://github.com/ubiquity/ubiquity-dollar,abd9e8b3804b852da91b5ebc2859df54d90f9841,feat: fixed linting,False,False
https://github.com/flashliquidity/flashliquidity-arbiter,deed7e56056f3c5f0b39e3e4b0d4c57bf5f378c5,"feat: Add trigger profit for rebalancing ops

Introduces a trigger profit threshold to initiate the rebalancing operation, minimum profit threshold is now used to revert operations if profits fall below this limit",False,False
https://github.com/euler-xyz/ethereum-vault-connector,78514441704ca724ceeb4d25ccc7e8c352a59eda,fix: set related docs improvements,False,False
https://github.com/euler-xyz/ethereum-vault-connector,df29f9bc43e8112ca4f90245155030c4271b8d32,CI fix,False,False
https://github.com/ensdomains/ethregistrar,e2862a1b65eacf3e74aa55c2bb6cb31cf83cc4b4,Accept an address to 'reclaim',False,False
https://github.com/ubiquity/ubiquity-dollar,222355de776ece7d50e55ec68bcf0d5e840e75e7,test: add Dollar redeem fuzz tests skeleton,False,False
https://github.com/ubiquity/ubiquity-dollar,7251532f865df8210ed28aa87c3fb42dd08be085,fix: resolve conflicts,False,False
https://github.com/nimbusplatformorg/nim-smartcontract,cfa3a99e51d0aec405d3ce561f6f5ab28f369b78,Fix wrong parameter,False,False
https://github.com/ubiquity/ubiquity-dollar,44e9bf50252f0e2b2ff1aec639f647e45c1dd4f3,test(pool-facet-handler): refactor the income fuzz parameters,False,False
https://github.com/nimbusplatformorg/nim-smartcontract,8c98bec1b44c0de5f0bcbff4a74dbd248ad9d29e,Rename NimbusInitialAcquisition,False,False
https://github.com/euler-xyz/ethereum-vault-connector,6d8d1762a778ade6264a640b7cbaa089541bbcc3,"remove OZ dependency, implement a nonce per operator",False,False
https://github.com/ubiquity/ubiquity-dollar,66db497d8758c9f8a528c770e9099df6ae7e0e7d,"chore: fix some comments

Signed-off-by: jianghuyiyuan <shuangcui@live.com>",False,False
https://github.com/ubiquity/ubiquity-dollar,befa332d89b0e99da5981d4efff0a92dcfe5b576,"Fix: Reentrancy guard is not initialized and is inefficient, also its not being use",True,True
https://github.com/euler-xyz/ethereum-vault-connector,cf639feaedf2ca02b728f97a4b99e3602e10548a,CER-78 (#106),False,False
https://github.com/ubiquity/ubiquity-dollar,ccbfb2d513d6fd10dd8cec4d14ac5c250137a0cf,Add comments.,False,False
https://github.com/euler-xyz/ethereum-vault-connector,9bf6c9d5fc345c370de2d42a11b3de8b283474a5,fix: tests,False,False
https://github.com/euler-xyz/ethereum-vault-connector,28b32c7091fbea3eb8b16f022ca3241a0ba377af,test: fix,False,False
https://github.com/hookart/protocol,43bd1613e0b927064ca51cc043a07546780b0b0c,"Deploy latest protocol to testnet with updated tokenURI (#74)

* token uri

* update tokenuri and deploy goerli

* new ropsten

* update tokenURI with the url""

* deployment

* migrations

* cleanup deployer scripts",False,False
https://github.com/ubiquity/ubiquity-dollar,8fee39e616353a73258d4a096e0f8a7084e1ea9c,resolve remapping issue,False,False
https://github.com/nimbusplatformorg/nim-smartcontract,58d07ed633875dc032e19757d159bbefd4eab294,Fix typo in contract name,False,False
https://github.com/fei-protocol/tribe-turbo,daf04d0d36b13081c02719af9447300563cd6cda,safe creation,False,False
https://github.com/fei-protocol/tribe-turbo,fa92ac31074a62c27cfd25364f7a14a16043d826,💥 Booster fixes,False,False
https://github.com/nimbusplatformorg/nim-smartcontract,564c45a1f2000ab19641d369d9f4ef6980c1f4ad,fix lending error,False,False
https://github.com/euler-xyz/ethereum-vault-connector,4e1dcbb17a785f0dceda8a68a8079e3db047d1c1,typo fix,False,False
https://github.com/pangolindex/exchange-contracts,2bd2f72e7145077541deeb4a6037f3b3dec6da80,"add reward tracking to v2 contracts

* pools now have ""reward rate""
* factory owner can set reward rate of a pool
* reward rate is used to calculate reward per active liquidity
  accumulator
* Oracle library is used to update reward per active liquidity
* Tick library snapshots the accumulator value outside each tick

* nft/liquidity manager contract keeps track of the delta of the
  reward per active liquidity accumulator for each position
* it holds the address of a separate contract which can be called
  from the nft manager to notify and claim the pending rewards of a
  user
* factory owner can change the contract that will distribute the rewards
* factory owner can also change nft descriptor

* pools now use clones to reduce storage size
* immutable pool variables are not immutable anymore due to proxy
  limitations

* nft manager contract optimizer run steps have been reduced to
  decrease storage size
* various little tricks has also been utilized reduce storage size,
  such as using internal functions inside modifiers",False,False
https://github.com/fei-protocol/tribe-turbo,6ba0e18d692fcf9aacd99d9b8a7d2cddef8aafe8,🚚 Rename test file,False,False
https://github.com/ubiquity/ubiquity-dollar,77e676703d4ba17e1c0c05ab7e886b4060aa385d,docs: add UbiquityPool docs,False,False
https://github.com/hookart/protocol,8248a5eb1cc2473cde329a5aad409e2be2ad0e56,"[Feature] [Events] add protocol state events (#19)

These events can be indexed to understand the state of the protocol better. For example, listing which instruments and vaults exist, 
and the paused state of the overall protocol if it needs to be halted for some reason.",False,False
https://github.com/Dinosaur-eggs/core,c210290906001412551ed67f34bbfc20b134c9e6,add getRemaining,False,False
https://github.com/euler-xyz/ethereum-vault-connector,6410bcd1d21e50f2fc58776a61597a5e04495db0,"fix: docs

Signed-off-by: kasperpawlowski <25374117+kasperpawlowski@users.noreply.github.com>",False,False
https://github.com/ubiquity/ubiquity-dollar,2dbd2da4f16184c8f3609970db7217660c54ec90,feat: full test suite for AMO minter,False,False
https://github.com/nimbusplatformorg/nim-smartcontract,7aa81f0df678f62b58199340e96c44960f0f25cc,Rearrange folder file locations,False,False
https://github.com/hamdiallam/Solidity-RLP,6db68b54c82438042feaad8173115406fff3ae7c,initial structure. working on the encoder,False,False
https://github.com/pangolindex/exchange-contracts,0d0f3c2ad49c0546862559d9b34073725fe74bee,add compatibility contract for fee collector,False,False
https://github.com/flashliquidity/flashliquidity-arbiter,64ce20a384b58e3d21d4da4e2ec8bdeb89dd4757,fix: Use FullMath to calculate rates on computeRebalancingTrade function to avoid overflows,True,True
https://github.com/hamdiallam/Solidity-RLP,1aac67146b7127f68b74991a22e80e1c86d5a128,some conversions,False,False
https://github.com/flashliquidity/flashliquidity-arbiter,0d9d411b9417f1fd08dea6c810836a5f4b2ca340,"feat: Implement minimum Arbiter LINK balance for data streams report requests, default to data feeds if below threshold",False,False
https://github.com/euler-xyz/ethereum-vault-connector,853c0419a084f3474d0507fc88c2265bee44859d,move docs,False,False
https://github.com/ubiquity/ubiquity-dollar,808e538aa52865f41a10916b022747ab8be17e66,Adds cspell ignore files and words,False,False
https://github.com/ubiquity/ubiquity-dollar,0cb6f6440eaccccbc555cb50d39f0b9c4e3c7714,refactor: remove token symbols in TWAPOracleDollar3pool,False,False
https://github.com/ubiquity/ubiquity-dollar,421eae9d4d21491de4699f89603c215848da35ff,tests complete,False,False
https://github.com/ubiquity/ubiquity-dollar,65b03dd02f87845ae640498dee31d5cdd06b3704,feat: PR comments,False,False
https://github.com/pangolindex/exchange-contracts,51643e0006784ac962b3d3b93cd6d1b039124221,fix: ElixirFactory and ElixirPool.arbitrage tests,False,False
https://github.com/euler-xyz/ethereum-vault-connector,0f7ad5fe299dde38bdd23dfa5f8998bedb1c5bcf,chore: forge fmt,False,False
https://github.com/euler-xyz/ethereum-vault-connector,93711671bfbde0267f2ff173303b54d3c1de1956,test(certora): add execution context invariant,False,False
https://github.com/pangolindex/exchange-contracts,ed230f169c6c59a1499e483216789697539cc39b,rename variable,False,False
https://github.com/ubiquity/ubiquity-dollar,075871c9a0ded49ae38e9cabfa3c389edd77c8a6,Renamings,False,False
https://github.com/pangolindex/exchange-contracts,1e173bc820aface089682ea724a57735eb22ff49,Pure pairFor function,False,False
https://github.com/ubiquity/ubiquity-dollar,e18f161fb0367231b4a00abfb9dd28f4f70b05a2,test: increase ChefFacet test coverage to 100% (#837),False,False
https://github.com/pangolindex/exchange-contracts,8810d5835db593ab5fc5134fe14d867a482e915c,add contract to divert emissions,False,False
https://github.com/nimbusplatformorg/nim-smartcontract,d2652cf886acdac521b7d37aba15a2ae1cab8870,return require,False,False
https://github.com/euler-xyz/ethereum-vault-connector,71012cbdb477f8cfac29337e6b6cdea7af751857,CER-40 High Priority Rules (#102),False,False
https://github.com/ubiquity/ubiquity-dollar,7a94780e2e565c0b65485dfefbdcf09bdbde0d80,fix(slither): immutable values,False,False
https://github.com/ubiquity/ubiquity-dollar,971c4c0dcba3250f65d0f20e4ca570d5692237ce,build bump,False,False
https://github.com/euler-xyz/ethereum-vault-connector,57946bb89f52817d398ad0b6fb322be17e2631ac,fix: rename MAX_ELEMENTS to SET_MAX_ELEMENTS,False,False
https://github.com/pangolindex/exchange-contracts,6592ff56a77a6a3e493ba835c77dee4cdea493cb,ensure we always snapshot,False,False
https://github.com/ubiquity/ubiquity-dollar,f3951208a8a4f04d0badd8bf22b0d5ded5e6f9b3,feat: deploy metapool in mainnet,False,False
https://github.com/fei-protocol/tribe-turbo,29713bd015fd82dc26538ed27f58065e8355d74c,⚡️ Safe external calls,False,False
https://github.com/ubiquity/ubiquity-dollar,3256f04e3cb925604e5b29f78264d44cd3255824,create BondingFormulas.t.sol and prettier,False,False
https://github.com/ubiquity/ubiquity-dollar,a734a04f5d9603abbac7fcb653844d8cff6ab647,Add comment.,False,False
https://github.com/ubiquity/ubiquity-dollar,49f792f3d4da8c7a346838f932aa70545621c888,feat: solidity scripting devlopment deploy,False,False
https://github.com/hamdiallam/Solidity-RLP,e3c1e3dc590af5b027f8dd96cddeb625e9cd7a0d,max 0.8.17 single line function modifiers/return. specify solc version in truffle config (#19),False,False
https://github.com/ubiquity/ubiquity-dollar,f751a1341d9972df74f73d181a14ffa83d5db2c2,renaming,False,False
https://github.com/fei-protocol/tribe-turbo,6457612de4fa7555cf132328d51d68669e93ba71,⚡️ Optimize double read,False,False
https://github.com/ubiquity/ubiquity-dollar,b5fb8c3cc36fd01dc51cb6dd8fe18c3a6e922965,refactor(values): change nft capitalization from capitalized to camelcase,False,False
https://github.com/Dinosaur-eggs/core,6296ad6b38f1debf0dec5e4df6b5483fa66fe480,up,False,False
https://github.com/ubiquity/ubiquity-dollar,a4b338c5f4eb276a78e75534d76dd1e770e21000,chore(diamond): update test vars,False,False
https://github.com/flashliquidity/flashliquidity-arbiter,7ab09b202fe4d7143622523aaa16654cda9e86f2,"Implement reserve-based profit triggers for pool rebalancing in Arbiter

- Shift profit evaluation for rebalancing triggers from fixed USD values to a dynamic ratio of pair reserves to generated profit.

- Replace 'Arbiter__InvalidMinProfit' error with 'Arbiter__InvalidProfitToReservesRatio' to align with the new reserve-based logic.

- Modify 'minProfitUSD' and 'triggerProfitUSD' parameters to 'reserveToMinProfit' and 'reserveToTriggerProfit', indicating the minimum and trigger profit ratios relative to pool reserves.

- Adapt unit and integration tests to validate the new reserve-based profit calculations for pool rebalancing operations.",False,False
https://github.com/Dinosaur-eggs/core,cf91e54c8d2b3addd711670cca46d6c9934583a8,up,False,False
https://github.com/ubiquity/ubiquity-dollar,6fc145fbac6c3cce820990f5852c29f0066d58ba,fix: PR review changes,False,False
https://github.com/euler-xyz/ethereum-vault-connector,550421b897a2baf299a278ef9142bb696a8823e5,examples fix,False,False
https://github.com/ubiquity/ubiquity-dollar,9eb5f68359700b0ee6c1cfb7dd08fec60544ccf8,TWAPOracle,False,False
https://github.com/pangolindex/exchange-contracts,08182cc90890393660d2c8ad0327988329457dc5,Appropriate permit deadlines,False,False
https://github.com/nimbusplatformorg/nim-smartcontract,c4075c452a2ae6fc69eed2ed3f30c5c4d6d9c7bf,Smart contracts updates,False,False
https://github.com/hookart/protocol,8894b466e53c77b87f3d5f246b3c681fdde3ceac,Migrating to github,False,False
https://github.com/euler-xyz/ethereum-vault-connector,12f378d00c8487b48b4f7687abe187c794307e0b,feat: forward returned data from call() and impersonate(),False,False
https://github.com/ubiquity/ubiquity-dollar,5285033aff0f9bce09c1110aa52ce8bf3b940dd0,fix: natSpec comment typo,False,False
https://github.com/ubiquity/ubiquity-dollar,faa770f17077861f27a9e4f1fa49dae83c9135ce,docs: add Credit redemption docs,False,False
https://github.com/ubiquity/ubiquity-dollar,8dd1b0dd5542d0dfc3ff955bc80c92af4ce73371,Remove yeildProxy contract,False,False
https://github.com/ubiquity/ubiquity-dollar,763643e768726b8f8fd37789f3463d94bb300444,"Revert ""fix: added back the collectable dust files""

This reverts commit f5334fa4559bbc816291effb5797818bb7733d9b.",False,False
https://github.com/ubiquity/ubiquity-dollar,bb8286b52a42e897037838db1ca1c3617dc1fd01,test: fix tests for DollarMintExcess,False,False
https://github.com/ubiquity/ubiquity-dollar,8f0f55fce9ecdde8ebd94776030a4e811f84994e,feat: fixed cspell,False,False
https://github.com/euler-xyz/ethereum-vault-connector,128551c032b5297bcb2aa95ee4e132630e51a0cb,"test fixes, unified controller status event",False,False
https://github.com/pangolindex/exchange-contracts,41e1203846da3cb26e291982fbcb060372b0fc32,fix remove 100% revert bug,False,False
https://github.com/nimbusplatformorg/nim-smartcontract,3cf52299756ec2047ed4a2334f95e51151cc7ece,Fix error message,False,False
https://github.com/ubiquity/ubiquity-dollar,536358c296b80d4c07e938731e65e780d99a5a9f,Renamings,False,False
https://github.com/euler-xyz/ethereum-vault-connector,fc8ff4f44c5de644d914a05cced32be267ac4c21,chore: improve natspec,False,False
https://github.com/ubiquity/ubiquity-dollar,597b7dbb2c87491c95c28111e11621b634f10f19,"test: add test_setPoolRevertsWhenFirstAddressIsNotDollarToken test case

The test case verifies revert if first coin in meta pool is not Dollar.

Resolves: #838",False,False
https://github.com/ubiquity/ubiquity-dollar,4569b88e6af0fad04323f7ed0f453dc97bf0d05e,"fix(solidity scripts): review comments
-code redundancy
-clean up whitespace",False,False
https://github.com/ubiquity/ubiquity-dollar,d763bd1104c90f5730dc475d2a85b0d759cf8c0e,complilation errors,False,False
https://github.com/pangolindex/exchange-contracts,09d2f6260d5badce9f6a5b31b9072354028391c0,add special rewarder for songbird,False,False
https://github.com/ubiquity/ubiquity-dollar,11647fe658ac5edd878b661c56272822d71f1da0,ci: fix,False,False
https://github.com/fei-protocol/tribe-turbo,b62bd97f1abfda4fa6cddfc3edc5703ff78875c1,🚚 Move Fei into interface,False,False
https://github.com/ubiquity/ubiquity-dollar,0ae3143506ae81b16b8a79793cd3f2d96b2a7b9f,a bunch of refactors to make slither working,False,False
https://github.com/euler-xyz/ethereum-vault-connector,b3ddf9e5eeca52d5d24b25295737a0e43c1a1a6e,fix: https://github.com/spearbit-audits/euler-vciso-review/pull/1\#pullrequestreview-1709811983,False,False
https://github.com/euler-xyz/ethereum-vault-connector,4924c2fc8d617b3b88c83e2b107e4c39a67c70e6,"fix: https://github.com/spearbit-audits/euler-vciso-review/pull/8\#pullrequestreview-1739485531, added checked address to the returned data type",True,True
https://github.com/ubiquity/ubiquity-dollar,2d5cc43381b1f30eb9552e2809137f6586ff5836,use native forge fmt,False,False
https://github.com/ubiquity/ubiquity-dollar,d45949dcf04df82169a33e86a385d6357050383f,refactor(DiamondTestSetup): rename IUbiquityPoolFacet to ubiquityPoolFacet,False,False
https://github.com/ubiquity/ubiquity-dollar,a71581dc47df2a1ac20f9d1858e5fe3681c00037,refactor(DiamondTestSetup): add implementation suffix,False,False
https://github.com/pangolindex/exchange-contracts,9e50e031038e33e2ef4a6ea1f8253027d8cd51c0,few more optimizations,False,False
https://github.com/pangolindex/exchange-contracts,292205eb47202f6400ad1a4bcd6667007fb4e7c5,simplify logic & add more comments,False,False
https://github.com/ubiquity/ubiquity-dollar,a317586ef1d1794d9e9b21f3bef2cfe395781382,fix: slither issues,False,False
https://github.com/nimbusplatformorg/nim-smartcontract,f97b1ba46db54a36c6c8d571df22877db1346423,Remove check is user part of referral program for buy and purchase functions,False,False
https://github.com/pangolindex/exchange-contracts,1d70f49f2a1d23694dc585797ca0c470cb8faaa7,switch ownable with claimable,False,False
https://github.com/fei-protocol/tribe-turbo,7e954c1f687f6da04c83f53f1eb0ef939c424f5a,📝 Comments,False,False
https://github.com/fei-protocol/tribe-turbo,10150bcb0485298af3dd0dfdd6f29b313a6ac048,public safe creation in deployer,False,False
https://github.com/fei-protocol/tribe-turbo,b2cde2816aaa476705b8cc960f2f7e0eda48ef62,contract deployer,False,False
https://github.com/pangolindex/exchange-contracts,43e6be9a137681f5b85aae8c1379e7663d3af172,fix reward claiming for the relayer pool,False,False
https://github.com/euler-xyz/ethereum-vault-connector,1c436af3379ed507bd6473f86633c109582cc077,add logging for enabling/disabling controllers,False,False
https://github.com/ubiquity/ubiquity-dollar,c0b376a21fcb2c1b022cc01aeaf4c39a2415bcd1,refactor: remove token symbols in CreditNFT,False,False
https://github.com/euler-xyz/ethereum-vault-connector,bef8923231e79a8dbc792271d2430f34940a84db,test: fix,False,False
https://github.com/nimbusplatformorg/nim-smartcontract,db207ad863ab6bf1ead91baeabe41cc7a30ab1d5,Fix userUnvested and small refactoring,False,False
https://github.com/nimbusplatformorg/nim-smartcontract,18c47ee0efc74702f75351424abf0d5a44faa8b7,Add immutable and constant keywords for state variables,False,False
https://github.com/euler-xyz/ethereum-vault-connector,79986853bf4795f517fd853010f65ade0c2d305e,fix: https://github.com/spearbit-audits/euler-vciso-review/pull/8\#pullrequestreview-1745781794,False,False
https://github.com/ubiquity/ubiquity-dollar,fcb748b7350e76384235df75918def0c4912f477,fix: cspell errors,False,False
https://github.com/euler-xyz/ethereum-vault-connector,1170dc444947624650d598ec16d3d09389cb7465,fix: call target cannot be ERC-1820 registry,True,True
https://github.com/ubiquity/ubiquity-dollar,c8b41c4c8754d60a1af784a2cd89c39ee9b18a15,up to slither 204,False,False
https://github.com/pangolindex/exchange-contracts,0e99020cf1971fb6b26941f12e2c8542ebebda8b,fix vester and metadata contracts,False,False
https://github.com/ubiquity/ubiquity-dollar,a08e45206a89fffbf1b0c287422e621de794d099,fix: mock contract name,False,False
https://github.com/pangolindex/exchange-contracts,656b5d12bae1eabdd40cfd5c1598bee5a667118d,update team vester contract,False,False
https://github.com/euler-xyz/ethereum-vault-connector,03b0e92afc2395378ef0909119f72c3a90627155,fix: audit Open-Zeppelin L-05,False,False
https://github.com/ubiquity/ubiquity-dollar,77c12e89baf23b7e9353af07c7014958edfb0ebc,Fixes comment misspellings,False,False
https://github.com/ubiquity/ubiquity-dollar,ac23c2642855a7f29436da1c758c61a88abc5428,feat: modified tests,False,False
https://github.com/euler-xyz/ethereum-vault-connector,413bb3cbe28612721fc6c81981e759131c529d12,"feat: replaceCollaterals added, tests improvement",False,False
https://github.com/ubiquity/ubiquity-dollar,3070e2707d7c5a72f81c99ba66510b46e6fac5c3,feat: added tests to bonding curve,False,False
https://github.com/ubiquity/ubiquity-dollar,70e52801adb84103448c3b0ed25315eaeed53988,fix unchecked-transfer issue,True,True
https://github.com/ubiquity/ubiquity-dollar,035347ff4f1b1c9cf61659b263c6a372daf3e158,fix(dapp): deploy scripts contract name,False,False
https://github.com/euler-xyz/ethereum-vault-connector,b4d1207d3af32907f4d28ee1be04e1fe3adfc456,Fixes for CER-12-Controllers-number after updates to EVC (#89),False,False
https://github.com/pangolindex/exchange-contracts,df321a488d8e103f8a6e61ee053e1918e67c3ff1,update RewarderComplex (under development),False,False
https://github.com/Dinosaur-eggs/core,956a182b2690e66f73a3a515d4aedbd861a79223,lp fix,False,False
https://github.com/ubiquity/ubiquity-dollar,603b21cdb844632a094bd26cf54b1c56fc79c000,refactor: rename chainLinkPriceFeedLusdUsd to chainLinkPriceFeedLusd,False,False
https://github.com/euler-xyz/ethereum-vault-connector,ff5ba0ac18bf941c3223e3ef91d5b242dd47ccaa,fix: docs,False,False
https://github.com/ubiquity/ubiquity-dollar,337fc2c4a616917df7bc79d3ac57cea190e29a09,"feat(migrate metapool): env conflict and test logs

-resolved merge conflict loadEnv.ts
-changed log messages MigrateMetapool.t.sol to be more descriptive",False,False
https://github.com/pangolindex/exchange-contracts,64d07fd12945a0a7b5a1bdb3aa68072df7d8b964,fix team allocator,False,False
https://github.com/ubiquity/ubiquity-dollar,3d97e7c68ce184b2a29ccfb6fb0a8100c38419c5,fix unchecked-transfer issue,True,True
https://github.com/fei-protocol/tribe-turbo,b947e3314012c7fbbdd15291dd4396ff4923e1bc,🔒 Fix isAuthorizedToImpound,False,False
https://github.com/ubiquity/ubiquity-dollar,530519d95498245bd29bf31cf490aace42605f6b,"chore: use label addresse, to make it easier to test&debug",False,False
https://github.com/fei-protocol/tribe-turbo,a15393788b8738666174504a2e8bc646aea4c943,🚧 Turbo Fed,False,False
https://github.com/ubiquity/ubiquity-dollar,9c5f1bdeeeb70e8c4ed6226f75f3704a6faaf4aa,feat(lusd): update interface,False,False
https://github.com/euler-xyz/ethereum-vault-connector,27e644a2a0217cecfbd50aa8d83f778f443873c8,fix: forEachAndClear and forEachAndClearWithResult refactoring,False,False
https://github.com/ensdomains/ethregistrar,28e9de6b8cbb360b20c5e70ecd6b4ea96eb84686,Changes in response to review,False,False
https://github.com/ubiquity/ubiquity-dollar,cffda89c5448c8aa896b9a0fb24978cd7e830724,docs: add Dollar mint docs,False,False
https://github.com/nimbusplatformorg/nim-smartcontract,0406bf41643d6f1260579e2d3bc4af8312080646,Update Initial Sale contract,False,False
https://github.com/flashliquidity/flashliquidity-arbiter,fef9815aa6b24521f14580bc9321eb8c79d7b89d,feat: Implement checkErrorHandler for price feed fallback on Data stream failure,False,False
https://github.com/ubiquity/ubiquity-dollar,23229b5c74cb78a5e9668f10ac4e64d9808d3c14,feat: added test for base uri,False,False
https://github.com/pangolindex/exchange-contracts,51bc55ba7b2105b0e13caf312e2d68ee1e103341,optimize & test RevenueDistributor,False,False
https://github.com/ubiquity/ubiquity-dollar,c3bb34a3b1177d1831f177d141ae8e70b80e8544,feat(lusd): add tests,False,False
https://github.com/Dinosaur-eggs/core,cd13d7de57d7e1f0ccd1c82d0f502713ebd60ae8,add endBlock,False,False
https://github.com/flashliquidity/flashliquidity-arbiter,31dabfc83cdef86661ddbc302177883c35eb4525,Fix UpkeepsStation: doesUpkeepNeedFunds,False,False
https://github.com/ubiquity/ubiquity-dollar,5275c55cd137fc1ad5287b5da2c82232c1427b5c,"fix: ""smart contract"" is two words!",False,False
https://github.com/fei-protocol/tribe-turbo,2de5c894876e3797c0474fbfdea8dcc52306e4b8,🚧 WIP,False,False
https://github.com/nimbusplatformorg/nim-smartcontract,7656ed70b013f1929532cb0022a389dc53d38575,Rename REWARDSFACTORY.sol to RewardsFactory.sol,False,False
https://github.com/nimbusplatformorg/nim-smartcontract,faa0cc141dd0503f227cd4d3041694f587386952,Remove SafeMath from staking contracts,False,False
https://github.com/nimbusplatformorg/nim-smartcontract,c4dccd38406469261d9aeef2ac0500571f1abb79,Fix case when sponsor is head of location,False,False
https://github.com/pangolindex/exchange-contracts,24cbdcf0c991d524f78e2fa749200ab904dc504d,add convenience function to get tokens of owner,False,False
https://github.com/ubiquity/ubiquity-dollar,5b44d4880dda7f41e5b2d1b7babc3270fadd612a,"chore: fix deploy scripts

all deploying",False,False
https://github.com/euler-xyz/ethereum-vault-connector,712f4f1d4d8e1146077687b592a1915768a735e4,chore: set solidity version to ^0.8.19,False,False
https://github.com/ubiquity/ubiquity-dollar,3206b1f19d7007e75f6f026bf9134a64d60e21fd,test: add tests for DollarMintExcess,False,False
https://github.com/ubiquity/ubiquity-dollar,79656bd54c968ac89f585219bf967144cc1fe756,refactor: use before() and after() in migrations,False,False
https://github.com/ubiquity/ubiquity-dollar,8b2c9690f3164db342fb36c8c2d81e473eac504b,"test: verify getCreditReturnedForDollars and (#856)

getCreditNftReturnedForDollars

Resolves: #838",False,False
https://github.com/nimbusplatformorg/nim-smartcontract,bdc6521fb3750efe22c301a5146d7946ad7891bd,Add immutable and constants state variables keywords,False,False
https://github.com/ubiquity/ubiquity-dollar,807c3c5c734971a2b312eec2c8b1a4375b1f6a03,test: fix tests,False,False
https://github.com/hookart/protocol,c876dfcc31b3889663a74e8f67169a2014d28f7e,add existing state checks (#58),False,False
https://github.com/pangolindex/exchange-contracts,318bc8744ab4d20ecae862ced873c0d3f3904a33,use single line reverts.,False,False
https://github.com/euler-xyz/ethereum-vault-connector,b352d6532d190c923cdfb750f8cf31cdf584c816,fix: https://github.com/spearbit-audits/euler-vciso-review/pull/1\#pullrequestreview-1705525860,False,False
https://github.com/ubiquity/ubiquity-dollar,aafc79b8e1f27237c943deb6b79c3c72f2cd797e,feat: test constructor,False,False
